anchor_prediction,challenger_prediction,root_id,status,trigger_count,wins,regressions,triggered_cases,net_gain
Bronchitis,Bronchiolitis,E_25,absent,3,1,1,"['nb37_98::test:37106', 'nb37_98::test:45547', 'nb37_98::test:85739']",0
Bronchitis,Bronchiolitis,E_66,present,3,1,1,"['nb37_98::test:37106', 'nb37_98::test:45547', 'nb37_98::test:85739']",0
Acute dystonic reactions,Myasthenia gravis,E_172,present,2,1,1,"['nb37_98::test:108410', 'nb37_98::test:116697']",0
Acute dystonic reactions,Myasthenia gravis,E_65,absent,2,1,1,"['nb37_98::test:108410', 'nb37_98::test:116697']",0
Acute otitis media,Acute laryngitis,E_120,absent,2,1,1,"['nb38_196::test:105339', 'nb38_196::test:3964']",0
Acute otitis media,Acute laryngitis,E_129,absent,2,1,1,"['nb38_196::test:105339', 'nb38_196::test:3964']",0
Acute otitis media,Acute laryngitis,E_151,absent,2,1,1,"['nb38_196::test:105339', 'nb38_196::test:3964']",0
Acute otitis media,Acute laryngitis,E_175,absent,2,1,1,"['nb38_196::test:105339', 'nb38_196::test:3964']",0
Acute otitis media,Acute laryngitis,E_66,absent,2,1,1,"['nb38_196::test:105339', 'nb38_196::test:3964']",0
Acute otitis media,Acute laryngitis,E_78,absent,2,1,1,"['nb38_196::test:105339', 'nb38_196::test:3964']",0
Acute otitis media,Acute laryngitis,E_79,absent,2,1,1,"['nb38_196::test:105339', 'nb38_196::test:3964']",0
Bronchiectasis,Pneumonia,E_201,present,2,1,1,"['nb38_196::test:3379', 'nb38_196::test:93816']",0
Bronchitis,Bronchiolitis,E_0,absent,2,1,1,"['nb37_98::test:37106', 'nb37_98::test:45547']",0
Bronchitis,Bronchiolitis,E_129,absent,2,1,1,"['nb37_98::test:37106', 'nb37_98::test:45547']",0
Bronchitis,Bronchiolitis,E_151,absent,2,1,1,"['nb37_98::test:37106', 'nb37_98::test:45547']",0
Bronchitis,Bronchiolitis,E_201,present,2,1,1,"['nb37_98::test:37106', 'nb37_98::test:45547']",0
Bronchitis,Bronchiolitis,E_214,absent,2,1,1,"['nb37_98::test:37106', 'nb37_98::test:45547']",0
Bronchitis,Bronchiolitis,E_45,absent,2,1,1,"['nb37_98::test:37106', 'nb37_98::test:45547']",0
Bronchitis,Bronchiolitis,E_70,absent,2,1,1,"['nb37_98::test:37106', 'nb37_98::test:45547']",0
Bronchitis,Bronchiolitis,E_77,absent,2,1,1,"['nb37_98::test:37106', 'nb37_98::test:45547']",0
Myocarditis,Atrial fibrillation,E_0,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_129,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_148,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_151,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_155,present,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_157,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_164,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_166,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_181,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_187,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_194,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_201,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_217,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_220,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_3,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_62,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_70,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_76,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_78,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_79,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_82,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
Myocarditis,Atrial fibrillation,E_91,absent,2,1,1,"['nb37_98::test:92249', 'nb38_196::test:97460']",0
URTI,Ebola,E_144,present,2,1,1,"['nb38_196::test:113762', 'nb38_196::test:60675']",0
URTI,Ebola,E_201,present,2,1,1,"['nb38_196::test:113762', 'nb38_196::test:60675']",0
URTI,Ebola,E_41,present,2,1,1,"['nb38_196::test:113762', 'nb38_196::test:60675']",0
URTI,Ebola,E_45,absent,2,1,1,"['nb38_196::test:113762', 'nb38_196::test:60675']",0
URTI,Ebola,E_77,absent,2,1,1,"['nb38_196::test:113762', 'nb38_196::test:60675']",0
Acute dystonic reactions,Anemia,E_146,absent,2,0,0,"['nb37_98::test:130885', 'nb38_196::test:30358']",0
Acute dystonic reactions,Anemia,E_203,absent,2,0,0,"['nb37_98::test:130885', 'nb38_196::test:30358']",0
Acute dystonic reactions,Anemia,E_21,absent,2,0,0,"['nb37_98::test:130885', 'nb38_196::test:30358']",0
Acute dystonic reactions,Anemia,E_211,absent,2,0,0,"['nb37_98::test:130885', 'nb38_196::test:30358']",0
Acute dystonic reactions,Anemia,E_25,absent,2,0,0,"['nb37_98::test:130885', 'nb38_196::test:30358']",0
Acute dystonic reactions,Anemia,E_79,absent,2,0,0,"['nb37_98::test:130885', 'nb38_196::test:30358']",0
Acute dystonic reactions,Anemia,E_91,absent,2,0,0,"['nb37_98::test:130885', 'nb38_196::test:30358']",0
Bronchitis,Acute otitis media,E_169,absent,2,0,0,"['nb37_98::test:37106', 'nb37_98::test:85739']",0
Bronchitis,Acute otitis media,E_41,absent,2,0,0,"['nb37_98::test:37106', 'nb37_98::test:85739']",0
Bronchitis,Acute otitis media,E_97,absent,2,0,0,"['nb37_98::test:37106', 'nb37_98::test:85739']",0
Chronic rhinosinusitis,Anemia,E_103,present,2,0,0,"['nb38_196::test:21703', 'nb38_196::test:52366']",0
Chronic rhinosinusitis,Anemia,E_181,absent,2,0,0,"['nb38_196::test:21703', 'nb38_196::test:52366']",0
Chronic rhinosinusitis,Anemia,E_182,present,2,0,0,"['nb38_196::test:21703', 'nb38_196::test:52366']",0
Chronic rhinosinusitis,Anemia,E_209,absent,2,0,0,"['nb38_196::test:21703', 'nb38_196::test:52366']",0
Chronic rhinosinusitis,Anemia,E_91,absent,2,0,0,"['nb38_196::test:21703', 'nb38_196::test:52366']",0
Viral pharyngitis,Acute otitis media,E_114,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_120,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_129,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_151,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_175,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_181,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_212,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_25,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_3,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_48,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_51,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_53,present,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_66,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_70,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_77,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_78,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_79,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Viral pharyngitis,Acute otitis media,E_82,absent,2,0,0,"['nb37_98::test:39464', 'nb37_98::test:54031']",0
Acute dystonic reactions,Anemia,E_104,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Anemia,E_196,absent,1,0,0,['nb38_196::test:30358'],0
Acute dystonic reactions,Anemia,E_198,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Anemia,E_4,absent,1,0,0,['nb38_196::test:30358'],0
Acute dystonic reactions,Anemia,E_62,absent,1,0,0,['nb38_196::test:30358'],0
Acute dystonic reactions,Anemia,E_63,absent,1,0,0,['nb38_196::test:30358'],0
Acute dystonic reactions,Anemia,E_77,absent,1,0,0,['nb38_196::test:30358'],0
Acute dystonic reactions,Bronchiectasis,E_0,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_104,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_124,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_129,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_142,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_146,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_148,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_15,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_151,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_155,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_175,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_194,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_198,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_201,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_203,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_21,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_211,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_25,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_65,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_66,present,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_70,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_79,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_82,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_84,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchiectasis,E_91,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_0,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_104,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_124,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_129,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_142,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_146,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_148,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_15,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_151,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_155,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_175,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_194,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_198,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_201,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_203,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_21,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_211,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_25,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_65,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_66,present,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_70,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_79,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_82,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_84,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Bronchitis,E_91,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_0,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_104,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_124,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_129,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_142,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_146,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_148,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_15,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_151,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_155,absent,1,0,0,['nb37_98::test:130885'],0
Acute dystonic reactions,Chagas,E_175,absent,1,0,0,['nb37_98::test:130885'],0
