root_evidence_id,question_en,data_type,num_outcome_states,global_present_rate,root_mi,root_mi_norm
E_46,Have you had 2 or more asthma attacks in the past year?,B,2,0.016900000000000026,0.07470923043325822,0.026486194666587626
E_25,Have any of your family members been diagnosed with cluster headaches?,B,2,0.016449999999999965,0.07470359346002611,0.026484196225839543
E_27,Have you ever had a sexually transmitted infection?,B,2,0.017750000000000044,0.07342806621327765,0.026031991554957577
E_168,Do you have trouble keeping your tongue in your mouth?,B,2,0.01805000000000001,0.07287085335232342,0.02583444637586295
E_119,Have you been diagnosed with chronic sinusitis?,B,2,0.016549999999999954,0.07283711777571202,0.02582248631357697
E_83,Have you noticed weakness in your facial muscles and/or eyes?,B,2,0.017549999999999955,0.07252161130183646,0.025710631783190635
E_52,Do you have the perception of seeing two images of a single object seen overlapping or adjacent to each other (double vision)?,B,2,0.016349999999999976,0.07149292489823353,0.02534593804750774
E_98,Do you have a hiatal hernia?,B,2,0.017000000000000015,0.07145089944853893,0.025331039028536364
E_80,Have you ever been diagnosed with depression?,B,2,0.016700000000000048,0.07133377744414547,0.025289516499256967
E_34,Do you have an active cancer?,B,2,0.01695000000000002,0.06976305955921572,0.024732659743735896
E_171,Do you feel like you are detached from your own body or your surroundings?,B,2,0.016349999999999976,0.06957832753457768,0.024667167858230706
E_93,"Do you have numbness, loss of sensation or tingling in the feet?",B,2,0.016800000000000037,0.06894298150199765,0.024441922616083658
E_18,Do you have cystic fibrosis?,B,2,0.015000000000000013,0.06890917427380415,0.024429937151611892
E_205,Do you suddenly have difficulty or an inability to open your mouth or have jaw pain when opening it?,B,2,0.01715,0.0687144449412439,0.024360900983261945
E_128,Have you ever felt like you were suffocating for a very short time associated with inability to breathe or speak?,B,2,0.017100000000000004,0.06848591747999291,0.024279882576429847
E_13,Do you find that your symptoms have worsened over the last 2 weeks and that progressively less effort is required to cause the symptoms?,B,2,0.01585000000000003,0.06812728021466333,0.02415273715719416
E_167,Do you think you are pregnant or are you currently pregnant?,B,2,0.024050000000000016,0.06771223282117708,0.02400559300919551
E_63,Do you have difficulty articulating words/speaking?,B,2,0.015599999999999947,0.06761904585216161,0.02397255601781681
E_185,Have you ever had a head trauma?,B,2,0.01595000000000002,0.06759429069864564,0.023963779728578882
E_180,Are you unable to control the direction of your eyes?,B,2,0.01685000000000003,0.067346894770056,0.02387607200242046
E_101,Have you been hospitalized for an asthma attack in the past year?,B,2,0.015349999999999975,0.06659941162639574,0.023611071493940254
E_95,Do you have Parkinson’s disease?,B,2,0.015800000000000036,0.06585145553021958,0.02334590331257235
E_96,Have you gained weight recently?,B,2,0.01649999999999996,0.06544098120053223,0.02320038042418644
E_186,Have you ever been diagnosed with obstructive sleep apnea (OSA)?,B,2,0.016449999999999965,0.06521710796300975,0.02312101205008765
E_5,Have you ever had fluid in your lungs?,B,2,0.014100000000000001,0.06514874163133469,0.023096774563516245
E_110,Have you been unable to move or get up for more than 3 consecutive days within the last 4 weeks?,B,2,0.015650000000000053,0.06367399198881832,0.0225739408267792
E_19,Have you been diagnosed with hyperthyroidism?,B,2,0.014599999999999946,0.06353130805108353,0.022523355985672924
E_149,Do you take a calcium channel blockers (medication)?,B,2,0.01595000000000002,0.06299035178834199,0.02233157415633281
E_67,Do you have bouts of choking or shortness of breath that wake you up at night?,B,2,0.013700000000000045,0.06292505412715782,0.022308424586254694
E_190,Have you noticed that you produce more saliva than usual?,B,2,0.014000000000000012,0.06265979119619508,0.02221438258386002
E_184,Do you take medication that dilates your blood vessels?,B,2,0.01419999999999999,0.06259415886466678,0.02219111436520485
E_10,Are you currently taking or have you recently taken anti-inflammatory drugs (NSAIDs)?,B,2,0.015750000000000042,0.062105613636089005,0.022017913490928635
E_28,Are there any members of your family who have been diagnosed myasthenia gravis?,B,2,0.014499999999999957,0.06210331209438638,0.022017097539790934
E_38,Do you have pain or weakness in your jaw?,B,2,0.014449999999999963,0.06185683375339823,0.021929715120207027
E_108,Do you have a problem with poor circulation?,B,2,0.013650000000000051,0.061661206214307325,0.021860360516331993
E_138,Do you suffer from fibromyalgia?,B,2,0.014700000000000046,0.06153311211848686,0.021814948120328633
E_156,"Have you had weakness or paralysis on one side of the face, which may still be present or completely resolved?",B,2,0.015000000000000013,0.06060640209765434,0.021486407431729585
E_210,Have you recently thrown up blood or something resembling coffee beans?,B,2,0.01595000000000002,0.060033486849267126,0.021283295383750504
E_139,Do you have a known heart defect?,B,2,0.013850000000000029,0.059773285892137075,0.02119104797117495
E_188,Do you have pale stools and dark urine?,B,2,0.012800000000000034,0.05899972394860755,0.020916801909421034
E_8,Do you currently undergo dialysis?,B,2,0.012950000000000017,0.05886030810803526,0.020867375686294532
E_47,Do you suffer from Crohn’s disease or ulcerative colitis (UC)?,B,2,0.012800000000000034,0.0570788944443797,0.020235822278453563
E_158,Were you diagnosed with endocrine disease or a hormone dysfunction?,B,2,0.014549999999999952,0.056865039750262254,0.020160005715682
E_223,Are there members of your family who have been diagnosed with pancreatic cancer?,B,2,0.012399999999999967,0.056834197850874804,0.020149071530624466
E_20,Do you have Rheumatoid Arthritis?,B,2,0.01254999999999995,0.055795665188353806,0.019780887062552426
E_75,Do you feel like you are (or were) choking or suffocating?,B,2,0.013449999999999962,0.05565817873955052,0.019732144854582894
E_72,Have you had one or several flare ups of chronic obstructive pulmonary disease (COPD) in the past year?,B,2,0.012249999999999983,0.05559395941616598,0.019709377580838332
E_127,Do you feel that your eyes produce excessive tears?,B,2,0.012700000000000045,0.055045564187296656,0.0195149584615163
E_1,Are you currently being treated or have you recently been treated with an oral antibiotic for an ear infection?,B,2,0.013599999999999945,0.05504185518166377,0.01951364353102321
E_107,Have you ever had a stroke?,B,2,0.013349999999999973,0.05443963356649594,0.019300141680726256
E_6,Do you have chronic pancreatitis?,B,2,0.011850000000000027,0.053912616048141904,0.019113301466968508
E_99,Have you ever had a migraine or is a member of your family known to have migraines?,B,2,0.013000000000000012,0.053583859052413446,0.01899674931221642
E_114,Are you more irritable or has your mood been very unstable recently?,B,2,0.01319999999999999,0.053250493559666566,0.018878563335934618
E_29,Do any members of your immediate family have a psychiatric illness?,B,2,0.01265000000000005,0.051984337896364356,0.018429681113725355
E_60,Do you consume energy drinks regularly?,B,2,0.011499999999999955,0.050711590129119195,0.017978461834270522
E_30,Do you feel your abdomen is bloated or distended (swollen due to pressure from inside)?,B,2,0.011349999999999971,0.05001485111433407,0.017731451323382028
E_200,Do you work in the mining sector?,B,2,0.010950000000000015,0.048900226179235735,0.01733629033939062
E_74,Have you noticed a diffuse (widespread) redness in one or both eyes?,B,2,0.011349999999999971,0.04860557014789123,0.01723182778555871
E_221,"Are the symptoms or pain increased with coughing, with an effort like lifting a weight or from forcing a bowel movement?",B,2,0.010850000000000026,0.04755000877401483,0.01685760623530466
E_213,Have you recently taken decongestants or other substances that may have stimulant effects?,B,2,0.010750000000000037,0.047016774536870976,0.01666856204724414
E_35,Do you regularly drink coffee or tea?,B,2,0.010650000000000048,0.04652988887802472,0.016495949529811076
E_160,Were you born prematurely or did you suffer any complication at birth?,B,2,0.010600000000000054,0.04633031189118501,0.016425194753008365
E_43,Have you lost consciousness associated with violent and sustained muscle contractions or had an absence episode?,B,2,0.010850000000000026,0.04623886623047689,0.016392775096737193
E_211,Have you vomited several times or have you made several efforts to vomit?,B,2,0.008950000000000014,0.045341843693621514,0.016074759325544197
E_90,Do your symptoms of muscle weakness increase with fatigue and/or stress?,B,2,0.010800000000000032,0.04467414857116554,0.01583804556355332
E_33,Do you have pain that improves when you lean forward?,B,2,0.009549999999999947,0.0436977398763595,0.015491885515928616
E_150,Have you been able to pass stools or gas since your symptoms increased?,B,2,0.010000000000000009,0.04343563147712706,0.015398961869873664
E_224,Do you have family members who have had lung cancer?,B,2,0.009199999999999986,0.04334514598038368,0.015366882614507901
E_166,Did you vomit after coughing?,B,2,0.007600000000000051,0.04322083210183414,0.015322810395212815
E_21,Have you ever had a spontaneous pneumothorax?,B,2,0.00814999999999999,0.04287383552576414,0.01519979187649524
E_199,Do you work in construction?,B,2,0.009549999999999947,0.04198565094005391,0.014884909368663768
E_216,Do you have pain that is increased with movement?,B,2,0.006199999999999983,0.037696617274043324,0.013364345176652857
E_163,Have you had any vaginal discharge?,B,2,0.008750000000000036,0.03658481915891347,0.012970186367406636
E_206,Do you have painful mouth ulcers or sores?,B,2,0.007449999999999957,0.036307994414027565,0.012872045427671933
E_102,Are you consulting because you have high blood pressure?,B,2,0.007199999999999984,0.0349489618066068,0.012390236125265273
E_64,Do you feel out of breath with minimal physical effort?,B,2,0.006249999999999978,0.03195554507314303,0.01132899887438004
E_165,Have any of your family members ever had a pneumothorax?,B,2,0.006249999999999978,0.031534215038648825,0.011179627381088285
E_40,Have you been in contact with someone who has had pertussis (whoooping cough)?,B,2,0.005800000000000027,0.031012167032499618,0.010994548977308925
E_145,Do you have very abundant or very long menstruation periods?,B,2,0.009800000000000031,0.030912908708956067,0.01095935954670701
E_100,Do you currently take hormones?,B,2,0.007650000000000046,0.029358205618685462,0.010408180415843933
E_153,Are you being treated for osteoporosis?,B,2,0.0048000000000000265,0.027104542383302913,0.009609203330695143
E_174,Have you been unintentionally losing weight or have you lost your appetite?,B,2,0.005099999999999993,0.025222721169094457,0.008942053064012016
E_112,Do you wheeze while inhaling or is your breathing noisy after coughing spells?,B,2,0.004750000000000032,0.024790904179124072,0.008788963696200726
E_37,Do you have metastatic cancer?,B,2,0.0040999999999999925,0.02265924294660256,0.008033239215566151
E_4,Have you or any member of your family ever had croup?,B,2,0.0030999999999999917,0.019103388216674923,0.006772604351081677
E_202,Does the person have a whooping cough?,B,2,0.003049999999999997,0.018745401152894782,0.006645689443721315
E_141,Did you have your first menstrual period before the age of 12?,B,2,0.00385000000000002,0.01785528517031465,0.006330122209877033
E_17,Are you of Asian descent?,B,2,0.0018500000000000183,0.007475506519810225,0.0026502444178155555
E_11,Have you breastfed one of your children for more than 9 months?,B,2,0.0012499999999999734,0.00563437590979902,0.001997519935705758
E_73,"In the last month, have you been in contact with anyone infected with the Ebola virus?",B,2,0.0006000000000000449,0.004874695413160939,0.0017281951762124661
E_178,Have you noticed any unusual bleeding or bruising related to your consultation today?,B,2,0.0006000000000000449,0.004874695413160939,0.0017281951762124661
E_39,Have you felt confused or disorientated lately?,B,2,0.0004999999999999449,0.003949193516379679,0.0014000827962523574
E_195,Do you live in the suburbs?,B,2,9.999999999998899e-05,0.0010210290370308982,0.000361979017561933
E_23,Do you ever temporarily stop breathing while you’re asleep?,B,2,4.999999999999449e-05,0.0004758584095500094,0.00016870309593583453
E_32,Do you have a decrease in appetite?,B,2,4.999999999999449e-05,0.0004758584095500094,0.00016870309593583453
E_142,Does your mother suffer from asthma?,B,2,4.999999999999449e-05,0.0004758584095500094,0.00016870309593583453
E_183,Do you live in a rural area?,B,2,4.999999999999449e-05,0.0004758584095500094,0.00016870309593583453
