source_node,target_node,root_evidence_id,outcome_state,pathology,edge_type,p_outcome_given_pathology,p_outcome_given_not_pathology,log_odds_support,global_mi_norm
OUTCOME:E_91:absent,PATHOLOGY:Inguinal hernia,E_91,absent,Inguinal hernia,ASSOCIATED_WITH,0.999950585561101,0.7849386643113125,0.24210028295390085,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Larygospasm,E_91,absent,Larygospasm,ASSOCIATED_WITH,0.9999090909090909,0.7868965884294001,0.23956752541283,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Localized edema,E_91,absent,Localized edema,ASSOCIATED_WITH,0.9999640636791606,0.7833027153307496,0.24420011084458632,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Myasthenia gravis,E_91,absent,Myasthenia gravis,ASSOCIATED_WITH,0.9999461439034899,0.7852950931345193,0.2416418591968046,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Myocarditis,E_91,absent,Myocarditis,ASSOCIATED_WITH,0.9999097065462754,0.7868808345925359,0.23958816151861254,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:PSVT,E_91,absent,PSVT,ASSOCIATED_WITH,0.9999467603684182,0.7852492444054218,0.24170086147597492,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Pancreatic neoplasm,E_91,absent,Pancreatic neoplasm,ASSOCIATED_WITH,0.9999469439728353,0.7852353793066457,0.24171870218599156,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Panic attack,E_91,absent,Panic attack,ASSOCIATED_WITH,0.9999600335717996,0.7839104124087409,0.24342056754534486,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Pericarditis,E_91,absent,Pericarditis,ASSOCIATED_WITH,0.9999561153289156,0.7843917995171611,0.24280275327134856,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Pneumonia,E_91,absent,Pneumonia,ASSOCIATED_WITH,0.3031867406746109,0.8017038675071986,-0.9723903735913207,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Possible NSTEMI / STEMI,E_91,absent,Possible NSTEMI / STEMI,ASSOCIATED_WITH,0.9999529677358668,0.78471917988259,0.24238232419047567,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Pulmonary embolism,E_91,absent,Pulmonary embolism,ASSOCIATED_WITH,0.9999635966508919,0.7833802207314434,0.24410070176224052,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Pulmonary neoplasm,E_91,absent,Pulmonary neoplasm,ASSOCIATED_WITH,0.9999308389238537,0.786167589875656,0.2405161268696747,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:SLE,E_91,absent,SLE,ASSOCIATED_WITH,0.9999157469036987,0.7867139110045308,0.2398063581553917,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Sarcoidosis,E_91,absent,Sarcoidosis,ASSOCIATED_WITH,0.9999530229717668,0.7847138210070704,0.2423892084882688,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Scombroid food poisoning,E_91,absent,Scombroid food poisoning,ASSOCIATED_WITH,0.9999460538382694,0.7853017022666768,0.24163335304926314,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Spontaneous pneumothorax,E_91,absent,Spontaneous pneumothorax,ASSOCIATED_WITH,0.9999016135379771,0.7870720336562798,0.2393371137570931,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Spontaneous rib fracture,E_91,absent,Spontaneous rib fracture,ASSOCIATED_WITH,0.9998249912495625,0.7880010824675554,0.23808079110029579,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Stable angina,E_91,absent,Stable angina,ASSOCIATED_WITH,0.9999411660881332,0.7856295155010514,0.24121111608420706,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Tuberculosis,E_91,absent,Tuberculosis,ASSOCIATED_WITH,0.35581953591432264,0.7961567688007933,-0.8053724298935164,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:URTI,E_91,absent,URTI,ASSOCIATED_WITH,0.30034177411837815,0.8219167821429909,-1.006718076281523,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Unstable angina,E_91,absent,Unstable angina,ASSOCIATED_WITH,0.9999529323166714,0.784722609422916,0.24237791837455347,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Viral pharyngitis,E_91,absent,Viral pharyngitis,ASSOCIATED_WITH,0.5066024268379729,0.8072517381390553,-0.46590903406349177,0.13979990189302677
OUTCOME:E_91:absent,PATHOLOGY:Whooping cough,E_91,absent,Whooping cough,ASSOCIATED_WITH,0.9998353096179183,0.7879266409948075,0.23818558442811721,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Acute COPD exacerbation / infection,E_91,present,Acute COPD exacerbation / infection,ASSOCIATED_WITH,5.6615523976674406e-05,0.21451213015021683,-8.239820685577033,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Acute dystonic reactions,E_91,present,Acute dystonic reactions,ASSOCIATED_WITH,3.848522167487685e-05,0.21629776055348923,-8.63411096441736,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Acute laryngitis,E_91,present,Acute laryngitis,ASSOCIATED_WITH,0.5492105590319506,0.20266506902319079,0.996927186643111,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Acute otitis media,E_91,present,Acute otitis media,ASSOCIATED_WITH,0.5646436976735214,0.20164511492097026,1.0296856099534384,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Acute pulmonary edema,E_91,present,Acute pulmonary edema,ASSOCIATED_WITH,5.257623554153522e-05,0.21480131851625198,-8.315185542913275,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Acute rhinosinusitis,E_91,present,Acute rhinosinusitis,ASSOCIATED_WITH,0.3544918998527246,0.20889087829759315,0.5288734920387196,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Allergic sinusitis,E_91,present,Allergic sinusitis,ASSOCIATED_WITH,3.816065636328945e-05,0.2163455910090144,-8.64280111970913,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Anaphylaxis,E_91,present,Anaphylaxis,ASSOCIATED_WITH,3.6075036075036075e-05,0.21667404893945802,-8.700520604990524,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Anemia,E_91,present,Anemia,ASSOCIATED_WITH,1.9736712258471985e-05,0.22177387508346677,-9.326882431957838,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Atrial fibrillation,E_91,present,Atrial fibrillation,ASSOCIATED_WITH,4.753303545964445e-05,0.21523281649425424,-8.418029602849304,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Boerhaave,E_91,present,Boerhaave,ASSOCIATED_WITH,6.630420368651372e-05,0.21396424033471742,-8.079295802387112,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Bronchiectasis,E_91,present,Bronchiectasis,ASSOCIATED_WITH,5.319997872000851e-05,0.2147537417722726,-8.303170475032447,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Bronchiolitis,E_91,present,Bronchiolitis,ASSOCIATED_WITH,0.9885931558935361,0.21061927569603536,1.5462307510505127,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Bronchitis,E_91,present,Bronchitis,ASSOCIATED_WITH,0.535603363381562,0.2022369806365867,0.9739537091300079,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Bronchospasm / acute asthma exacerbation,E_91,present,Bronchospasm / acute asthma exacerbation,ASSOCIATED_WITH,5.030940282738844e-05,0.2149843546323115,-8.360108668585328,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Chagas,E_91,present,Chagas,ASSOCIATED_WITH,0.60622433542252,0.2072185620729826,1.0734760131885432,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Chronic rhinosinusitis,E_91,present,Chronic rhinosinusitis,ASSOCIATED_WITH,4.858850395996307e-05,0.21513494689186835,-8.395613235144067,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Cluster headache,E_91,present,Cluster headache,ASSOCIATED_WITH,4.806305873305777e-05,0.21518312101910828,-8.406709996797801,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Croup,E_91,present,Croup,ASSOCIATED_WITH,0.5911002102312544,0.20975759519414286,1.0360330050248205,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Ebola,E_91,present,Ebola,ASSOCIATED_WITH,0.4986111111111111,0.21061659540670866,0.8617870555209958,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Epiglottitis,E_91,present,Epiglottitis,ASSOCIATED_WITH,0.6827029225495322,0.20276478959138036,1.2140131665185852,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:GERD,E_91,present,GERD,ASSOCIATED_WITH,3.848966552480659e-05,0.2162971114167813,-8.633992503956827,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Guillain-Barré syndrome,E_91,present,Guillain-Barré syndrome,ASSOCIATED_WITH,4.372731645458918e-05,0.21562583209754901,-8.503304064354705,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:HIV (initial infection),E_91,present,HIV (initial infection),ASSOCIATED_WITH,0.8410477339307255,0.1924701306754727,1.474707436527708,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Influenza,E_91,present,Influenza,ASSOCIATED_WITH,0.7998806593570523,0.19500456551514228,1.4114395656706926,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Inguinal hernia,E_91,present,Inguinal hernia,ASSOCIATED_WITH,4.94144388990463e-05,0.21506133568868743,-8.378415649659502,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Larygospasm,E_91,present,Larygospasm,ASSOCIATED_WITH,9.09090909090909e-05,0.2131034115705998,-7.7596618257751535,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Localized edema,E_91,present,Localized edema,ASSOCIATED_WITH,3.593632083947246e-05,0.2166972846692504,-8.704480328483935,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Myasthenia gravis,E_91,present,Myasthenia gravis,ASSOCIATED_WITH,5.3856096510124945e-05,0.21470490686548074,-8.290685664945821,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Myocarditis,E_91,present,Myocarditis,ASSOCIATED_WITH,9.029345372460496e-05,0.21311916540746415,-7.766530716960514,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:PSVT,E_91,present,PSVT,ASSOCIATED_WITH,5.3239631581749454e-05,0.21475075559457818,-8.302411506607065,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Pancreatic neoplasm,E_91,present,Pancreatic neoplasm,ASSOCIATED_WITH,5.305602716468591e-05,0.2147646206933543,-8.305930605240397,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Panic attack,E_91,present,Panic attack,ASSOCIATED_WITH,3.996642820031174e-05,0.21608958759125912,-8.595383535269418,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Pericarditis,E_91,present,Pericarditis,ASSOCIATED_WITH,4.388467108439022e-05,0.21560820048283888,-8.499630289753826,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Pneumonia,E_91,present,Pneumonia,ASSOCIATED_WITH,0.6968132593253892,0.19829613249280137,1.256755918610584,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Possible NSTEMI / STEMI,E_91,present,Possible NSTEMI / STEMI,ASSOCIATED_WITH,4.703226413319537e-05,0.21528082011740998,-8.42884350068726,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Pulmonary embolism,E_91,present,Pulmonary embolism,ASSOCIATED_WITH,3.640334910811795e-05,0.21661977926855658,-8.69121068252795,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Pulmonary neoplasm,E_91,present,Pulmonary neoplasm,ASSOCIATED_WITH,6.916107614634484e-05,0.21383241012434392,-8.036495181782163,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:SLE,E_91,present,SLE,ASSOCIATED_WITH,8.425309630128907e-05,0.21328608899546925,-7.836552500159805,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Sarcoidosis,E_91,present,Sarcoidosis,ASSOCIATED_WITH,4.697702823319397e-05,0.21528617899292954,-8.430043483751328,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Scombroid food poisoning,E_91,present,Scombroid food poisoning,ASSOCIATED_WITH,5.394616173059287e-05,0.21469829773332313,-8.288983978847197,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Spontaneous pneumothorax,E_91,present,Spontaneous pneumothorax,ASSOCIATED_WITH,9.838646202282565e-05,0.21292796634372027,-7.679795828537861,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Spontaneous rib fracture,E_91,present,Spontaneous rib fracture,ASSOCIATED_WITH,0.00017500875043752187,0.21199891753244463,-7.099494763221854,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Stable angina,E_91,present,Stable angina,ASSOCIATED_WITH,5.883391186680002e-05,0.21437048449894855,-8.20072561984109,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Tuberculosis,E_91,present,Tuberculosis,ASSOCIATED_WITH,0.6441804640856773,0.20384323119920664,1.150627683328547,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:URTI,E_91,present,URTI,ASSOCIATED_WITH,0.6996582258816219,0.1780832178570091,1.3683410057934344,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Unstable angina,E_91,present,Unstable angina,ASSOCIATED_WITH,4.706768332862657e-05,0.21527739057708392,-8.428074786508676,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Viral pharyngitis,E_91,present,Viral pharyngitis,ASSOCIATED_WITH,0.49339757316202715,0.19274826186094474,0.9399302875001906,0.13979990189302677
OUTCOME:E_91:present,PATHOLOGY:Whooping cough,E_91,present,Whooping cough,ASSOCIATED_WITH,0.00016469038208168644,0.21207335900519256,-7.160614220686861,0.13979990189302677
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Acute COPD exacerbation / infection,E_55,V_100|V_168|V_87|V_88|V_99,Acute COPD exacerbation / infection,ASSOCIATED_WITH,5.6366608421171295e-05,0.002484075232559639,-3.78576145727245,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Acute dystonic reactions,E_55,V_100|V_168|V_87|V_88|V_99,Acute dystonic reactions,ASSOCIATED_WITH,3.8370040672243114e-05,0.0025047514254276284,-4.178642150550311,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Acute laryngitis,E_55,V_100|V_168|V_87|V_88|V_99,Acute laryngitis,ASSOCIATED_WITH,4.130695196001487e-05,0.0025001173178054482,-4.103038314020591,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Acute otitis media,E_55,V_100|V_168|V_87|V_88|V_99,Acute otitis media,ASSOCIATED_WITH,3.846597684348194e-05,0.002504588578315904,-4.176080030208468,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Acute pulmonary edema,E_55,V_100|V_168|V_87|V_88|V_99,Acute pulmonary edema,ASSOCIATED_WITH,5.236150382238978e-05,0.002487423807745186,-3.860812481261973,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Acute rhinosinusitis,E_55,V_100|V_168|V_87|V_88|V_99,Acute rhinosinusitis,ASSOCIATED_WITH,7.32171621027969e-05,0.0024740540497814453,-3.5201702976812785,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Allergic sinusitis,E_55,V_100|V_168|V_87|V_88|V_99,Allergic sinusitis,ASSOCIATED_WITH,3.804740706920823e-05,0.0025053052640425662,-4.187307047856115,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Anaphylaxis,E_55,V_100|V_168|V_87|V_88|V_99,Anaphylaxis,ASSOCIATED_WITH,3.5973811065544285e-05,0.002509108544997615,-4.244864205300196,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Anemia,E_55,V_100|V_168|V_87|V_88|V_99,Anemia,ASSOCIATED_WITH,1.9706375012316486e-05,0.0025681603500246663,-4.869952562048685,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Atrial fibrillation,E_55,V_100|V_168|V_87|V_88|V_99,Atrial fibrillation,ASSOCIATED_WITH,4.7357454063269556e-05,0.0024924202156779603,-3.9632645449841255,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Boerhaave,E_55,V_100|V_168|V_87|V_88|V_99,Boerhaave,ASSOCIATED_WITH,6.596306068601583e-05,0.0024777310949315357,-3.62598888426588,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Bronchiectasis,E_55,V_100|V_168|V_87|V_88|V_99,Bronchiectasis,ASSOCIATED_WITH,5.298013245033112e-05,0.002486872906294351,-3.8488458827210152,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Bronchiolitis,E_55,V_100|V_168|V_87|V_88|V_99,Bronchiolitis,ASSOCIATED_WITH,0.002932551319648094,0.002441923853714718,0.18308653991812562,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Bronchitis,E_55,V_100|V_168|V_87|V_88|V_99,Bronchitis,ASSOCIATED_WITH,3.7764350453172205e-05,0.002505799163799608,-4.194971361616899,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Bronchospasm / acute asthma exacerbation,E_55,V_100|V_168|V_87|V_88|V_99,Bronchospasm / acute asthma exacerbation,ASSOCIATED_WITH,5.011275369581559e-05,0.0024895432225069025,-3.9055594342520474,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Chagas,E_55,V_100|V_168|V_87|V_88|V_99,Chagas,ASSOCIATED_WITH,0.00010715816545220746,0.0024635242958196825,-3.135033393396128,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Chronic rhinosinusitis,E_55,V_100|V_168|V_87|V_88|V_99,Chronic rhinosinusitis,ASSOCIATED_WITH,4.84050534875841e-05,0.0024912869626297005,-3.940930231837882,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Cluster headache,E_55,V_100|V_168|V_87|V_88|V_99,Cluster headache,ASSOCIATED_WITH,4.788354721317755e-05,0.0024918447811575137,-3.951986145205768,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Croup,E_55,V_100|V_168|V_87|V_88|V_99,Croup,ASSOCIATED_WITH,0.00034106412005457026,0.002448109656541165,-1.9709984184926088,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Ebola,E_55,V_100|V_168|V_87|V_88|V_99,Ebola,ASSOCIATED_WITH,0.0012531328320802004,0.0024430126326388047,-0.6675848930140674,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Epiglottitis,E_55,V_100|V_168|V_87|V_88|V_99,Epiglottitis,ASSOCIATED_WITH,5.784024524263983e-05,0.0024829618641252667,-3.759505722635238,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:GERD,E_55,V_100|V_168|V_87|V_88|V_99,GERD,ASSOCIATED_WITH,3.8374457960781306e-05,0.0025047439089409553,-4.178524035907968,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Guillain-Barré syndrome,E_55,V_100|V_168|V_87|V_88|V_99,Guillain-Barré syndrome,ASSOCIATED_WITH,4.3578681309103584e-05,0.002496971026560233,-4.048243070686711,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:HIV (initial infection),E_55,V_100|V_168|V_87|V_88|V_99,HIV (initial infection),ASSOCIATED_WITH,3.437252947444403e-05,0.002512368700140167,-4.291694914235365,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Influenza,E_55,V_100|V_168|V_87|V_88|V_99,Influenza,ASSOCIATED_WITH,3.7185780157667706e-05,0.0025068327209747015,-4.210822444047264,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Inguinal hernia,E_55,V_100|V_168|V_87|V_88|V_99,Inguinal hernia,ASSOCIATED_WITH,0.12325867585527935,9.94582509073079e-07,11.726467766745598,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Larygospasm,E_55,V_100|V_168|V_87|V_88|V_99,Larygospasm,ASSOCIATED_WITH,9.026900162484202e-05,0.002467763362780925,-3.3082627061640535,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Localized edema,E_55,V_100|V_168|V_87|V_88|V_99,Localized edema,ASSOCIATED_WITH,3.583587170757929e-05,0.0025093775961886325,-4.248813130883019,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Myasthenia gravis,E_55,V_100|V_168|V_87|V_88|V_99,Myasthenia gravis,ASSOCIATED_WITH,5.363080553469913e-05,0.002486307436283407,-3.8364120547423473,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Myocarditis,E_55,V_100|V_168|V_87|V_88|V_99,Myocarditis,ASSOCIATED_WITH,8.966197435667533e-05,0.0024679457800985405,-3.3150839089057076,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:PSVT,E_55,V_100|V_168|V_87|V_88|V_99,PSVT,ASSOCIATED_WITH,5.3019458141137794e-05,0.002486838328693685,-3.8480899955154615,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Pancreatic neoplasm,E_55,V_100|V_168|V_87|V_88|V_99,Pancreatic neoplasm,ASSOCIATED_WITH,5.283736658564937e-05,0.002486998875685812,-3.851594827100801,0.620014270416731
OUTCOME:E_55:V_100|V_168|V_87|V_88|V_99,PATHOLOGY:Panic attack,E_55,V_100|V_168|V_87|V_88|V_99,Panic attack,ASSOCIATED_WITH,3.9842224789832265e-05,0.002502340947951508,-4.140029978572578,0.620014270416731
