dataset_name,case_id,split
rarebench,rarebench:LIRICAL:72,train
rarebench,rarebench:LIRICAL:236,train
rarebench,rarebench:RAMEDIS:153,train
rarebench,rarebench:RAMEDIS:258,train
rarebench,rarebench:LIRICAL:170,train
rarebench,rarebench:LIRICAL:205,train
rarebench,rarebench:LIRICAL:319,train
rarebench,rarebench:LIRICAL:104,train
rarebench,rarebench:RAMEDIS:522,train
rarebench,rarebench:MME:1,train
rarebench,rarebench:LIRICAL:292,train
rarebench,rarebench:RAMEDIS:298,train
rarebench,rarebench:RAMEDIS:379,train
rarebench,rarebench:LIRICAL:70,train
rarebench,rarebench:HMS:22,train
rarebench,rarebench:RAMEDIS:365,train
rarebench,rarebench:RAMEDIS:335,train
rarebench,rarebench:RAMEDIS:616,train
rarebench,rarebench:RAMEDIS:48,train
rarebench,rarebench:MME:6,train
rarebench,rarebench:RAMEDIS:599,train
rarebench,rarebench:LIRICAL:288,train
rarebench,rarebench:RAMEDIS:148,train
rarebench,rarebench:RAMEDIS:149,train
rarebench,rarebench:LIRICAL:77,train
rarebench,rarebench:LIRICAL:225,train
rarebench,rarebench:LIRICAL:307,train
rarebench,rarebench:RAMEDIS:121,train
rarebench,rarebench:LIRICAL:114,train
rarebench,rarebench:RAMEDIS:184,train
rarebench,rarebench:LIRICAL:255,train
rarebench,rarebench:RAMEDIS:49,train
rarebench,rarebench:LIRICAL:57,train
rarebench,rarebench:HMS:78,train
rarebench,rarebench:HMS:73,train
rarebench,rarebench:HMS:37,train
rarebench,rarebench:RAMEDIS:91,train
rarebench,rarebench:RAMEDIS:402,train
rarebench,rarebench:RAMEDIS:595,train
rarebench,rarebench:RAMEDIS:4,train
rarebench,rarebench:HMS:29,train
rarebench,rarebench:HMS:50,train
rarebench,rarebench:LIRICAL:4,train
rarebench,rarebench:RAMEDIS:140,train
rarebench,rarebench:RAMEDIS:502,train
rarebench,rarebench:RAMEDIS:157,train
rarebench,rarebench:LIRICAL:22,train
rarebench,rarebench:LIRICAL:195,train
rarebench,rarebench:LIRICAL:40,train
rarebench,rarebench:RAMEDIS:406,train
rarebench,rarebench:RAMEDIS:577,train
rarebench,rarebench:RAMEDIS:589,train
rarebench,rarebench:HMS:14,train
rarebench,rarebench:RAMEDIS:263,train
rarebench,rarebench:LIRICAL:85,validate
rarebench,rarebench:RAMEDIS:404,validate
rarebench,rarebench:RAMEDIS:12,validate
rarebench,rarebench:MME:19,validate
rarebench,rarebench:MME:15,validate
rarebench,rarebench:RAMEDIS:510,validate
rarebench,rarebench:RAMEDIS:604,validate
rarebench,rarebench:RAMEDIS:493,validate
rarebench,rarebench:RAMEDIS:461,validate
rarebench,rarebench:RAMEDIS:337,validate
rarebench,rarebench:RAMEDIS:280,validate
rarebench,rarebench:LIRICAL:256,validate
rarebench,rarebench:RAMEDIS:322,validate
rarebench,rarebench:RAMEDIS:579,validate
rarebench,rarebench:HMS:46,validate
rarebench,rarebench:LIRICAL:3,validate
rarebench,rarebench:RAMEDIS:33,validate
rarebench,rarebench:RAMEDIS:37,validate
rarebench,rarebench:RAMEDIS:411,validate
rarebench,rarebench:RAMEDIS:261,validate
rarebench,rarebench:RAMEDIS:381,test
rarebench,rarebench:MME:13,test
rarebench,rarebench:LIRICAL:201,test
rarebench,rarebench:RAMEDIS:46,test
rarebench,rarebench:LIRICAL:38,test
rarebench,rarebench:RAMEDIS:89,test
rarebench,rarebench:RAMEDIS:213,test
rarebench,rarebench:RAMEDIS:193,test
rarebench,rarebench:RAMEDIS:226,test
rarebench,rarebench:RAMEDIS:586,test
rarebench,rarebench:LIRICAL:333,test
rarebench,rarebench:RAMEDIS:349,test
rarebench,rarebench:LIRICAL:189,test
rarebench,rarebench:RAMEDIS:439,test
rarebench,rarebench:RAMEDIS:384,test
rarebench,rarebench:RAMEDIS:282,test
rarebench,rarebench:RAMEDIS:524,test
rarebench,rarebench:LIRICAL:149,test
rarebench,rarebench:RAMEDIS:491,test
rarebench,rarebench:RAMEDIS:27,test
