policy_name,dataset_name,budget,num_workups,top1,top3,top5,wins_vs_current,regressions_vs_current,changed_predictions
notebook48_conservative_pool_educator,rarebench,5,10,0.8,0.8,0.8,0,0,0
notebook48_conservative_pool_educator,rarebench,10,10,0.8,0.8,0.8,0,0,0
notebook48_conservative_pool_educator,rarebench,15,10,0.8,0.8,0.8,0,0,0
notebook48_conservative_pool_educator,ALL,-1,90,0.8333333333333334,0.8555555555555555,0.8555555555555555,2,0,2
candidate_pool_oracle_diagnostic,ddxplus,5,10,1.0,1.0,1.0,4,0,4
candidate_pool_oracle_diagnostic,ddxplus,10,10,1.0,1.0,1.0,3,0,3
candidate_pool_oracle_diagnostic,ddxplus,15,10,0.9,0.9,0.9,1,0,1
candidate_pool_oracle_diagnostic,icraft_md,5,10,1.0,1.0,1.0,1,0,1
candidate_pool_oracle_diagnostic,icraft_md,10,10,1.0,1.0,1.0,0,0,0
candidate_pool_oracle_diagnostic,icraft_md,15,10,1.0,1.0,1.0,1,0,1
candidate_pool_oracle_diagnostic,rarebench,5,10,1.0,1.0,1.0,2,0,2
candidate_pool_oracle_diagnostic,rarebench,10,10,0.9,0.9,0.9,1,0,1
candidate_pool_oracle_diagnostic,rarebench,15,10,1.0,1.0,1.0,2,0,2
candidate_pool_oracle_diagnostic,ALL,-1,90,0.9777777777777776,0.9777777777777776,0.9777777777777776,15,0,15
case_blocked_hgb_candidate_educator_diagnostic,ALL,-1,90,0.8555555555555555,0.8888888888888888,0.9222222222222224,4,0,7
label_fit_hgb_candidate_educator_diagnostic,ALL,-1,90,0.9555555555555556,0.9777777777777776,0.9777777777777776,13,0,15
case_blocked_hgb_candidate_educator_diagnostic,ddxplus,5,10,0.7,0.8,0.9,1,0,4
case_blocked_hgb_candidate_educator_diagnostic,ddxplus,10,10,0.9,0.9,0.9,2,0,2
case_blocked_hgb_candidate_educator_diagnostic,ddxplus,15,10,0.9,0.9,0.9,1,0,1
case_blocked_hgb_candidate_educator_diagnostic,icraft_md,5,10,0.9,1.0,1.0,0,0,0
case_blocked_hgb_candidate_educator_diagnostic,icraft_md,10,10,1.0,1.0,1.0,0,0,0
case_blocked_hgb_candidate_educator_diagnostic,icraft_md,15,10,0.9,1.0,1.0,0,0,0
case_blocked_hgb_candidate_educator_diagnostic,rarebench,5,10,0.8,0.8,0.9,0,0,0
case_blocked_hgb_candidate_educator_diagnostic,rarebench,10,10,0.8,0.8,0.8,0,0,0
case_blocked_hgb_candidate_educator_diagnostic,rarebench,15,10,0.8,0.8,0.9,0,0,0
label_fit_hgb_candidate_educator_diagnostic,ddxplus,5,10,1.0,1.0,1.0,4,0,4
label_fit_hgb_candidate_educator_diagnostic,ddxplus,10,10,1.0,1.0,1.0,3,0,3
label_fit_hgb_candidate_educator_diagnostic,ddxplus,15,10,0.9,0.9,0.9,1,0,2
label_fit_hgb_candidate_educator_diagnostic,icraft_md,5,10,0.9,1.0,1.0,0,0,0
label_fit_hgb_candidate_educator_diagnostic,icraft_md,10,10,1.0,1.0,1.0,0,0,0
label_fit_hgb_candidate_educator_diagnostic,icraft_md,15,10,0.9,1.0,1.0,0,0,0
label_fit_hgb_candidate_educator_diagnostic,rarebench,5,10,1.0,1.0,1.0,2,0,2
label_fit_hgb_candidate_educator_diagnostic,rarebench,10,10,0.9,0.9,0.9,1,0,2
label_fit_hgb_candidate_educator_diagnostic,rarebench,15,10,1.0,1.0,1.0,2,0,2
strict_nested_threshold_logistic_diagnostic,ALL,-1,90,0.8555555555555555,0.8888888888888888,0.9,4,0,5
strict_nested_threshold_logistic_diagnostic,ddxplus,5,10,0.8,0.8,0.9,2,0,2
strict_nested_threshold_logistic_diagnostic,ddxplus,10,10,0.8,0.9,0.9,1,0,1
strict_nested_threshold_logistic_diagnostic,ddxplus,15,10,0.9,0.9,0.9,1,0,2
strict_nested_threshold_logistic_diagnostic,icraft_md,5,10,0.9,1.0,1.0,0,0,0
strict_nested_threshold_logistic_diagnostic,icraft_md,10,10,1.0,1.0,1.0,0,0,0
strict_nested_threshold_logistic_diagnostic,icraft_md,15,10,0.9,1.0,1.0,0,0,0
strict_nested_threshold_logistic_diagnostic,rarebench,5,10,0.8,0.8,0.8,0,0,0
strict_nested_threshold_logistic_diagnostic,rarebench,10,10,0.8,0.8,0.8,0,0,0
strict_nested_threshold_logistic_diagnostic,rarebench,15,10,0.8,0.8,0.8,0,0,0
