dataset_name,case_id,split
rarebench,rarebench:RAMEDIS:589,train
rarebench,rarebench:LIRICAL:72,train
rarebench,rarebench:RAMEDIS:322,train
rarebench,rarebench:RAMEDIS:337,train
rarebench,rarebench:RAMEDIS:140,train
rarebench,rarebench:RAMEDIS:12,train
rarebench,rarebench:RAMEDIS:493,train
rarebench,rarebench:LIRICAL:255,train
rarebench,rarebench:RAMEDIS:258,train
rarebench,rarebench:LIRICAL:195,train
rarebench,rarebench:LIRICAL:4,train
rarebench,rarebench:HMS:50,train
rarebench,rarebench:RAMEDIS:48,train
rarebench,rarebench:LIRICAL:333,train
rarebench,rarebench:RAMEDIS:402,train
rarebench,rarebench:RAMEDIS:33,train
rarebench,rarebench:RAMEDIS:17,train
rarebench,rarebench:RAMEDIS:439,train
rarebench,rarebench:RAMEDIS:604,train
rarebench,rarebench:MME:6,train
rarebench,rarebench:LIRICAL:57,train
rarebench,rarebench:RAMEDIS:282,train
rarebench,rarebench:RAMEDIS:577,train
rarebench,rarebench:MME:13,train
rarebench,rarebench:RAMEDIS:379,train
rarebench,rarebench:LIRICAL:70,train
rarebench,rarebench:RAMEDIS:91,train
rarebench,rarebench:RAMEDIS:256,train
rarebench,rarebench:LIRICAL:170,train
rarebench,rarebench:RAMEDIS:298,train
rarebench,rarebench:RAMEDIS:579,train
rarebench,rarebench:RAMEDIS:365,train
rarebench,rarebench:LIRICAL:236,train
rarebench,rarebench:LIRICAL:114,train
rarebench,rarebench:RAMEDIS:213,train
rarebench,rarebench:RAMEDIS:599,train
rarebench,rarebench:RAMEDIS:27,train
rarebench,rarebench:RAMEDIS:46,train
rarebench,rarebench:LIRICAL:319,train
rarebench,rarebench:RAMEDIS:411,train
rarebench,rarebench:LIRICAL:225,train
rarebench,rarebench:LIRICAL:104,validate
rarebench,rarebench:RAMEDIS:261,validate
rarebench,rarebench:RAMEDIS:226,validate
rarebench,rarebench:RAMEDIS:193,validate
rarebench,rarebench:RAMEDIS:121,validate
rarebench,rarebench:RAMEDIS:335,validate
rarebench,rarebench:LIRICAL:288,validate
rarebench,rarebench:LIRICAL:38,validate
rarebench,rarebench:RAMEDIS:157,validate
rarebench,rarebench:RAMEDIS:381,validate
rarebench,rarebench:LIRICAL:201,validate
rarebench,rarebench:RAMEDIS:491,validate
rarebench,rarebench:HMS:29,validate
rarebench,rarebench:RAMEDIS:384,validate
rarebench,rarebench:RAMEDIS:49,validate
rarebench,rarebench:RAMEDIS:148,validate
rarebench,rarebench:RAMEDIS:200,validate
rarebench,rarebench:MME:27,validate
rarebench,rarebench:RAMEDIS:263,validate
rarebench,rarebench:RAMEDIS:502,validate
rarebench,rarebench:HMS:22,test
rarebench,rarebench:RAMEDIS:586,test
rarebench,rarebench:LIRICAL:85,test
rarebench,rarebench:MME:19,test
rarebench,rarebench:LIRICAL:205,test
rarebench,rarebench:LIRICAL:189,test
rarebench,rarebench:RAMEDIS:153,test
rarebench,rarebench:HMS:6,test
rarebench,rarebench:HMS:78,test
rarebench,rarebench:LIRICAL:93,test
rarebench,rarebench:RAMEDIS:510,test
rarebench,rarebench:HMS:46,test
rarebench,rarebench:HMS:37,test
rarebench,rarebench:HMS:14,test
rarebench,rarebench:RAMEDIS:522,test
rarebench,rarebench:RAMEDIS:616,test
rarebench,rarebench:RAMEDIS:595,test
rarebench,rarebench:LIRICAL:149,test
rarebench,rarebench:RAMEDIS:524,test
rarebench,rarebench:RAMEDIS:406,test
